uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_1380,No,Urban,Yes,2.0,18,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_696,No,Rural,Yes,6.0,37,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_8731,No,Rural,Yes,2.0,64,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_6046,No,Rural,Yes,,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_3094,No,Rural,Yes,4.0,29,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1211,No,Rural,No,5.0,36,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4277,No,Rural,No,4.0,59,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5681,No,Rural,Yes,9.0,45,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_2917,No,Rural,No,2.0,30,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_7979,No,Rural,Yes,1.0,60,Female,Head of Household,Divorced/Seperated,No formal education,Remittance Dependent
uniqueid_3810,No,Rural,Yes,2.0,28,Male,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_1305,No,Rural,No,4.0,65,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4720,No,Rural,No,5.0,30,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_6180,No,Rural,Yes,3.0,20,Male,Child,Single/Never Married,Secondary education,Government Dependent
uniqueid_4505,No,Rural,Yes,5.0,48,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_408,No,Urban,Yes,5.0,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
uniqueid_5210,No,Rural,No,3.0,65,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_3153,No,Rural,No,4.0,35,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_5414,No,Rural,Yes,4.0,45,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_8181,Yes,Rural,Yes,4.0,36,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
uniqueid_2713,No,Rural,Yes,,23,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5204,Yes,Urban,Yes,8.0,25,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_5692,No,Rural,Yes,4.0,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3573,No,Rural,Yes,3.0,33,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3477,No,Rural,No,1.0,62,Female,Head of Household,Divorced/Seperated,Primary education,Government Dependent
uniqueid_4059,No,Rural,Yes,6.0,22,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5621,No,Rural,Yes,6.0,48,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1574,No,Rural,Yes,7.0,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2553,No,Rural,Yes,,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_8304,No,Rural,No,5.0,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1800,No,Rural,Yes,1.0,60,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_5351,No,Rural,Yes,1.0,23,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7311,No,Rural,Yes,2.0,75,Female,Head of Household,Divorced/Seperated,No formal education,Government Dependent
uniqueid_5202,No,Rural,Yes,3.0,45,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_1824,Yes,Urban,Yes,1.0,33,Male,Head of Household,Single/Never Married,Tertiary education,Other Income
uniqueid_152,No,Rural,Yes,5.0,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6622,Yes,Rural,Yes,3.0,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2272,No,Rural,Yes,,28,Female,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_677,No,Rural,No,3.0,41,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_5643,No,Urban,Yes,2.0,17,Male,Other non-relatives,Single/Never Married,Secondary education,Informally employed
uniqueid_3881,No,Rural,No,2.0,64,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_3647,No,Rural,Yes,5.0,39,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1003,No,Rural,Yes,,49,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6453,No,Rural,Yes,4.0,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1674,No,Rural,No,3.0,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_727,No,Rural,No,6.0,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_656,No,Rural,Yes,,32,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3762,No,Rural,Yes,6.0,63,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_4393,No,Rural,Yes,3.0,76,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
uniqueid_4473,No,Urban,No,5.0,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6465,No,Rural,Yes,9.0,46,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3743,No,Rural,No,7.0,58,Female,Head of Household,Widowed,Secondary education,Informally employed
uniqueid_4966,No,Urban,Yes,4.0,29,Female,Head of Household,Single/Never Married,Primary education,Self employed
uniqueid_5520,No,Rural,Yes,2.0,57,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_3824,No,Rural,Yes,6.0,18,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_7843,No,Rural,Yes,4.0,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3801,No,Rural,Yes,3.0,42,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6954,No,Urban,No,6.0,26,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_3582,No,Rural,Yes,6.0,43,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_297,No,Urban,No,4.0,71,Female,Child,Widowed,No formal education,Other Income
uniqueid_7788,No,Rural,Yes,1.0,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_3804,No,Rural,Yes,7.0,20,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_5934,No,Rural,Yes,,40,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_1017,No,Rural,Yes,,24,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_6301,No,Rural,Yes,7.0,58,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_414,No,Rural,Yes,3.0,30,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2419,No,Rural,Yes,1.0,24,Female,Head of Household,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_4885,No,Rural,Yes,2.0,57,Female,Head of Household,Widowed,Primary education,Self employed
uniqueid_1001,No,Rural,Yes,5.0,20,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_6487,No,Rural,No,,27,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_5459,No,Rural,Yes,10.0,36,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_2957,Yes,Rural,Yes,3.0,25,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
uniqueid_4135,No,Urban,Yes,5.0,61,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
uniqueid_8365,No,Rural,Yes,5.0,34,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_7790,No,Rural,Yes,2.0,40,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_610,Yes,Rural,Yes,,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6021,No,Urban,Yes,,18,Male,Other non-relatives,Single/Never Married,Primary education,Informally employed
uniqueid_7847,No,Rural,Yes,7.0,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4878,No,Rural,No,1.0,68,Female,Head of Household,Widowed,Primary education,Other Income
uniqueid_3347,No,Rural,Yes,2.0,73,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_8658,No,Rural,Yes,6.0,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5087,Yes,Urban,Yes,,31,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_3768,No,Rural,Yes,3.0,26,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_7403,No,Rural,Yes,3.0,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2229,Yes,Urban,Yes,7.0,48,Female,Spouse,Married/Living together,Secondary education,Other Income
uniqueid_3006,No,Rural,Yes,4.0,17,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_4873,No,Rural,Yes,2.0,27,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_3814,Yes,Rural,Yes,,18,Male,Child,Single/Never Married,Primary education,Formally employed Private
uniqueid_1037,No,Rural,Yes,4.0,47,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5806,No,Rural,Yes,3.0,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6,No,Rural,Yes,,64,Female,Head of Household,Widowed,No formal education,Self employed
uniqueid_3588,No,Rural,No,3.0,58,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4213,No,Rural,Yes,1.0,79,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6902,No,Rural,No,6.0,27,Female,Child,Divorced/Seperated,Primary education,Informally employed
uniqueid_425,No,Rural,No,3.0,30,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2032,No,Rural,No,1.0,65,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_8520,No,Rural,Yes,5.0,24,Female,Spouse,Married/Living together,Secondary education,Self employed
uniqueid_6889,No,Rural,Yes,4.0,29,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6949,No,Rural,Yes,,38,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_4816,No,Rural,Yes,5.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_8402,No,Rural,Yes,6.0,28,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7614,No,Rural,Yes,4.0,38,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_1324,No,Rural,Yes,3.0,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_776,No,Rural,Yes,5.0,43,Female,Parent,Single/Never Married,Primary education,Remittance Dependent
uniqueid_6452,No,Rural,Yes,3.0,75,Female,Spouse,Married/Living together,Primary education,Formally employed Private
uniqueid_4825,No,Rural,Yes,4.0,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2946,No,Rural,Yes,5.0,42,Female,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_614,No,Rural,Yes,,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1898,No,Rural,Yes,5.0,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5371,Yes,Urban,Yes,6.0,37,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2980,No,Rural,Yes,4.0,36,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_65,No,Rural,Yes,5.0,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5898,No,Rural,No,7.0,18,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_7335,Yes,Urban,Yes,4.0,28,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
uniqueid_6567,No,Rural,Yes,6.0,29,Female,Spouse,Married/Living together,No formal education,Self employed
uniqueid_4076,No,Urban,Yes,2.0,66,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_2793,No,Rural,Yes,,47,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_859,No,Rural,Yes,6.0,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6147,No,Rural,Yes,8.0,18,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_250,No,Rural,No,1.0,49,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6693,No,Rural,Yes,2.0,57,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_6994,Yes,Urban,Yes,6.0,45,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
uniqueid_4395,No,Rural,No,6.0,34,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_6849,No,Rural,Yes,9.0,24,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_6628,No,Rural,Yes,3.0,20,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_6394,No,Rural,No,4.0,29,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_4032,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_2157,Yes,Urban,Yes,,50,Female,Head of Household,Married/Living together,Secondary education,Other Income
uniqueid_1012,No,Rural,Yes,7.0,76,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4883,No,Rural,Yes,5.0,51,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_4462,No,Rural,Yes,4.0,29,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1914,No,Rural,Yes,5.0,43,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5552,No,Rural,Yes,3.0,26,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_6803,No,Urban,Yes,7.0,16,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
uniqueid_525,No,Rural,Yes,8.0,21,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_3405,No,Rural,Yes,4.0,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_4115,No,Rural,Yes,1.0,45,Female,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
uniqueid_6623,No,Rural,Yes,4.0,18,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
uniqueid_6265,No,Rural,Yes,4.0,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_3212,No,Rural,Yes,4.0,17,Female,Child,Single/Never Married,Primary education,Remittance Dependent
uniqueid_6965,No,Rural,Yes,6.0,27,Female,Parent,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_1397,No,Urban,Yes,3.0,40,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7735,No,Rural,Yes,3.0,28,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_3961,No,Rural,Yes,4.0,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4857,No,Rural,Yes,5.0,49,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
uniqueid_8424,No,Rural,Yes,4.0,24,Female,Child,Single/Never Married,No formal education,Informally employed
uniqueid_3591,No,Rural,Yes,7.0,40,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_7600,No,Urban,Yes,6.0,18,Female,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_1130,No,Rural,Yes,,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4599,No,Rural,Yes,7.0,41,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1867,No,Rural,Yes,5.0,40,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_619,No,Rural,Yes,5.0,63,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_545,No,Urban,Yes,2.0,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
uniqueid_2546,No,Rural,Yes,3.0,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_6371,No,Rural,Yes,7.0,49,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5438,No,Rural,Yes,4.0,35,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_7409,No,Rural,Yes,4.0,28,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8005,No,Rural,Yes,1.0,52,Male,Head of Household,Married/Living together,No formal education,Self employed
uniqueid_6713,No,Rural,Yes,,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_998,No,Rural,Yes,,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6679,Yes,Urban,Yes,,34,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_6871,No,Rural,Yes,2.0,21,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_8610,No,Rural,Yes,3.0,40,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_7694,No,Rural,No,3.0,26,Female,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_6492,No,Rural,Yes,2.0,47,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
uniqueid_7091,No,Rural,No,4.0,19,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_7550,No,Rural,No,1.0,87,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_2058,No,Rural,Yes,3.0,21,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_3649,Yes,Rural,Yes,7.0,60,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_8584,No,Urban,Yes,7.0,17,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_2817,No,Rural,Yes,8.0,20,Male,Child,Single/Never Married,Secondary education,Informally employed
uniqueid_1116,No,Rural,Yes,1.0,63,Female,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_4236,Yes,Urban,Yes,3.0,25,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_516,No,Rural,Yes,5.0,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5607,No,Rural,Yes,3.0,39,Female,Child,Divorced/Seperated,Primary education,Informally employed
uniqueid_2803,No,Rural,Yes,,49,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_446,No,Rural,Yes,1.0,50,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_2776,No,Rural,Yes,2.0,41,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1462,No,Rural,Yes,7.0,20,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_1920,No,Rural,Yes,5.0,20,Male,Child,Single/Never Married,Vocational/Specialised training,Informally employed
uniqueid_6164,No,Rural,Yes,5.0,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4595,No,Rural,Yes,6.0,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_1726,No,Rural,Yes,3.0,62,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_8497,Yes,Rural,Yes,4.0,33,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_8489,No,Rural,No,7.0,53,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_35,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_1475,No,Urban,Yes,,21,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_880,No,Rural,Yes,,35,Female,Head of Household,Divorced/Seperated,No formal education,Self employed
uniqueid_4727,No,Urban,Yes,2.0,68,Male,Head of Household,Married/Living together,No formal education,Other Income
uniqueid_8671,No,Rural,No,7.0,44,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_2637,No,Rural,Yes,4.0,51,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_1504,No,Rural,Yes,2.0,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_7729,No,Rural,Yes,2.0,47,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5674,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_8330,No,Rural,Yes,8.0,53,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1200,No,Rural,Yes,3.0,65,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_3424,No,Rural,No,,75,Female,Head of Household,Widowed,No formal education,Other Income
uniqueid_7398,No,Urban,Yes,3.0,49,Female,Head of Household,Widowed,Primary education,Remittance Dependent
uniqueid_2424,No,Rural,Yes,4.0,24,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1645,No,Urban,Yes,,26,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_8476,No,Rural,Yes,3.0,28,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_6870,No,Rural,No,7.0,40,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_4856,No,Rural,Yes,5.0,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5339,No,Rural,Yes,8.0,65,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_5404,No,Urban,Yes,6.0,24,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_4952,No,Rural,No,4.0,31,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_7945,No,Rural,Yes,5.0,46,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_7900,Yes,Rural,Yes,5.0,32,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
uniqueid_2341,No,Rural,No,3.0,64,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_2342,No,Rural,Yes,4.0,32,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_515,No,Rural,Yes,4.0,18,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5201,Yes,Rural,Yes,4.0,58,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_2958,No,Rural,Yes,5.0,60,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_2136,No,Rural,No,2.0,18,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_793,Yes,Rural,No,,50,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3000,No,Urban,Yes,3.0,32,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_2196,No,Rural,No,1.0,74,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_484,No,Rural,Yes,5.0,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_3264,No,Rural,No,8.0,40,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_5719,No,Rural,Yes,6.0,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3862,No,Rural,Yes,5.0,30,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
uniqueid_212,No,Rural,Yes,4.0,46,Male,Head of Household,Married/Living together,Secondary education,Informally employed
uniqueid_588,No,Rural,Yes,3.0,54,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2759,Yes,Rural,Yes,6.0,19,Male,Parent,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_6599,No,Rural,Yes,4.0,31,Male,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3840,No,Rural,No,3.0,25,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_964,Yes,Rural,No,2.0,95,Female,Child,Widowed,No formal education,Government Dependent
uniqueid_7762,No,Rural,Yes,4.0,55,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2700,No,Urban,Yes,,58,Male,Head of Household,Married/Living together,Secondary education,Other Income
uniqueid_376,No,Rural,Yes,7.0,43,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_4671,No,Rural,Yes,5.0,51,Female,Head of Household,Widowed,Secondary education,Remittance Dependent
uniqueid_3631,No,Rural,Yes,4.0,38,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_7976,No,Rural,Yes,1.0,44,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
uniqueid_8216,No,Rural,No,,23,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_1572,No,Rural,Yes,4.0,56,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6832,No,Rural,No,2.0,32,Male,Child,Single/Never Married,No formal education,Remittance Dependent
uniqueid_2030,No,Rural,Yes,3.0,24,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_312,No,Rural,Yes,7.0,22,Female,Child,Single/Never Married,No formal education,Remittance Dependent
uniqueid_7,No,Rural,No,4.0,58,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_430,No,Rural,Yes,,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_6766,Yes,Rural,Yes,5.0,26,Male,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_3471,No,Rural,No,,47,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_372,Yes,Rural,Yes,6.0,37,Female,Spouse,Married/Living together,Tertiary education,Formally employed Government
uniqueid_1456,No,Rural,No,,70,Male,Head of Household,Married/Living together,Primary education,Other Income
uniqueid_5209,No,Rural,Yes,4.0,23,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_544,Yes,Rural,Yes,7.0,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_5707,No,Rural,No,3.0,43,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_5538,No,Rural,No,3.0,75,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
uniqueid_4757,No,Rural,Yes,5.0,30,Female,Child,Single/Never Married,No formal education,Self employed
uniqueid_7587,No,Rural,Yes,3.0,28,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3126,No,Rural,Yes,4.0,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7418,Yes,Rural,Yes,,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3403,No,Rural,Yes,1.0,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_5701,No,Urban,Yes,,16,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_8537,No,Rural,Yes,5.0,53,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_1929,Yes,Rural,Yes,2.0,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_2532,No,Rural,Yes,4.0,28,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_6983,No,Rural,Yes,2.0,22,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_4024,No,Rural,Yes,3.0,27,Female,Head of Household,Single/Never Married,Primary education,Other Income
uniqueid_6086,No,Rural,Yes,4.0,16,Male,Child,Single/Never Married,Primary education,Self employed
uniqueid_124,No,Rural,No,6.0,38,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_5603,No,Rural,Yes,3.0,27,Female,Head of Household,Married/Living together,Primary education,Formally employed Private
uniqueid_6246,No,Rural,Yes,6.0,89,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4579,Yes,Urban,Yes,5.0,56,Female,Head of Household,Widowed,Primary education,Other Income
uniqueid_2258,No,Rural,Yes,2.0,23,Male,Child,Single/Never Married,Primary education,Formally employed Private
